query (Name + Affiliation)	Author	Documents	h.index	Affiliation	City	Country.Territory
Gopinathannair, R#	Gopinathannair, Rakesh	209	25	Kansas City Heart Rhythm Institute	Kansas City	United States
Schooling, C M#University of Hong Kong	Schooling, Catherine Mary	420	41	The University of Hong Kong	Hong Kong	Hong Kong
Zheng, Q J#Jinan University	Zheng, Qijun	41	19	Shenzhen People's Hospital	Shenzhen	China
Williams, C J A#Aarhus University	Williams, Catherine J.A.	25	11	Ontario Veterinary College	Guelph	Canada
Yeghiazarians, Y#Mayo Clinic	NA	NA	NA	NA	NA	NA
Marchetta, S#University of Liege	Marchetta, Stella	54	15	Centre Hospitalier Universitaire de Liege	Liege	Belgium
Pillekamp, F#German Centre for Cardiovascular Research	NA	NA	NA	NA	NA	NA
Mühlfeld, C#Hannover Medical School	MÃ¼hlfeld, Christian	175	39	Hannover Medical School	Hannover	Germany
Rubattu, S#IRCCS Neuromed	Rubattu, Speranza	241	47	Istituto Neurologico Mediterraneo Neuromed, Pozzilli	Pozzilli	Italy
Enomoto, N#Hamamatsu University School of Medicine	Enomoto, Noriyuki	221	34	Hamamatsu University School of Medicine	Hamamatsu	Japan
Lucijanic, M#University of Zagreb	Lucijanic, Marko	175	15	University of Zagreb School of Medicine	Zagreb	Croatia
Griese, M#Eberhard Karls University of Tubingen	Griese, Matthias	400	59	Klinikum der UniversitÃ¤t MÃ¼nchen	Munich	Germany
Shi, T#Xi'an Jiaotong University	Shi, Yuetao	89	17	Shandong University	Jinan	China
Stellos, K#Newcastle Freeman Hospital	Stellos, Konstantinos	189	47	Goethe-UniversitÃ¤t Frankfurt am Main	Frankfurt am Main	Germany
Edlinger-Stanger, M#University of California Davis	NA	NA	NA	NA	NA	NA
Granot, Y#Sackler Faculty of Medicine	Granot, Yoav	40	9	Tel Aviv University	Tel Aviv-Yafo	Israel
Ohhashi, T#Shinshu University	Ohhashi, Toshio	182	29	Shinshu University Faculty of Medicine	Matsumoto	Japan
Anwar, S#Michigan State University	NA	NA	NA	NA	NA	NA
Tufano, A#University of Naples Federico II	Tufano, Antonella	173	32	UniversitÃ  degli Studi di Napoli Federico II	Naples	Italy
Xu, Z W#University of Queensland	Xu, Zhiwei	145	36	Griffith University	Brisbane	Australia
Sarnak, M J#Tufts Medical Center	Sarnak, Mark J.	384	96	Tufts Medical Center	Boston	United States
Barssoum, K#University of Alabama Birmingham	Barssoum, Kirolos N.	31	12	The University of Texas Medical Branch at Galveston	Galveston	United States
Fuchs, E#Bnai Zion Medical Center	Fuchs, Eyal	18	6	Technion - Israel Institute of Technology	Haifa	Israel
Thomas, G K#Virginia Commonwealth University	Thomas, Georgia K.	19	4	Virginia Commonwealth University	Richmond	United States
Bonadio, W#Icahn School of Medicine at Mount Sinai	NA	NA	NA	NA	NA	NA
Bueno, H#Institut d'Investigacio Sanitaria Pere Virgili	NA	NA	NA	NA	NA	NA
Fairlamb, H J#University of York - UK	NA	NA	NA	NA	NA	NA
Everett, A D#University of Washington Seattle	NA	NA	NA	NA	NA	NA
Sun, L H#Guangzhou Medical University	Sun, Hongli	85	14	Peking Union Medical College Hospital	Beijing	China
Gotoh, S#Kyoto University	Gotoh, Yusuke	91	7	Okayama University	Okayama	Japan
Alshamam, M S#Icahn School of Medicine at Mount Sinai	NA	NA	NA	NA	NA	NA
Esenboga, S#Hacettepe University	Esenboga, Saliha	47	10	Hacettepe Ãniversitesi	Ankara	Turkey
Surani, S#University of North Texas Denton	Surani, Salim Ramzan	284	26	Mayo Clinic Education and Research	Rochester	United States
Cox, D#Royal College of Surgeons - Ireland	Cox, Dermot M.	92	36	Royal College of Surgeons in Ireland	Dublin	Ireland
Mokadam, N A#Ohio State University	Mokadam, Nahush Ashok	189	28	The Ohio State University Wexner Medical Center	Columbus	United States
Sánchez, J#Municipal Hospital Karlsruhe	NA	NA	NA	NA	NA	NA
Trilling, M#University of Duisburg Essen	Trilling, Mirko	105	31	UniversitÃ¤tsklinikum Essen	Essen	Germany
Boucherat, O#Universite de Montreal	Boucherat, Olivier	84	32	Institut Universitaire de Cardiologie et de pneumologie de QuÃ©bec - UniversitÃ© Laval	Quebec	Canada
Abdelazeem, B#	Abdelazeem, Basel M.A.	83	9	McLaren Regional Medical Center	Flint	United States
Bouvard, C#Universidade de Lisboa	NA	NA	NA	NA	NA	NA
Ahmed, A#	Alsaedi, Ahmed Khalaf Zager	1975	117	King Abdulaziz University	Jeddah	Saudi Arabia
André, A F#Universidade de Coimbra	AndrÃ©, Azul Freitas	1	0	Centro Hospitalar e UniversitÃ¡rio de Coimbra	Coimbra	Portugal
Godon, A#CHU Lille	NA	NA	NA	NA	NA	NA
Bajolle, F#Universite Paris Cite	Bajolle, Fanny	102	32	HÃ´pital Necker Enfants Malades	Paris	France
Bogaard, H J#University of Amsterdam	Bogaard, H. J.	342	64	Amsterdam UMC - Vrije Universiteit Amsterdam	Amsterdam	Netherlands
Chong, C Z#National University of Singapore	Chong, Adrian Z.M.	72	24	National University of Singapore	Singapore City	Singapore
Minville, V#Universite Toulouse III - Paul Sabatier	Minville, Vincent	238	33	CHU de Toulouse	Toulouse	France
Nosib, S#University of Saskatchewan	Nosib, Shravan S.	18	3	University of Saskatchewan	Saskatoon	Canada
Diller, G P#University of Munster	Diller, Gerhard Paul	248	54	National Register for Congenital Heart Defects	Berlin	Germany
Doyle, J#	Doyle, Francis Joseph Iii	588	73	Harvard John A. Paulson School of Engineering and Applied Sciences	Cambridge	United States
Galea, N#Sapienza University Rome	Galea, Nicola	102	20	Sapienza UniversitÃ  di Roma	Rome	Italy
Merrell, K#UTMD Anderson Cancer Center	NA	NA	NA	NA	NA	NA
Geerinckx, L#Ghent University	Geerinckx, Lise	10	1	Veterinary Center Trigenio	Nijlen, Antwerp	Belgium
Mokadam, N A#Ohio State University	Mokadam, Nahush Ashok	189	28	The Ohio State University Wexner Medical Center	Columbus	United States
Schiavazzi, D E#Stanford University	Schiavazzi, Daniele E.	33	13	University of Notre Dame	Notre Dame	United States
Karbasi, A#Baqiyatallah University of Medical Sciences	Karbasi, Ashraf	25	9	Baqiyatallah University of Medical Sciences	Tehran	Iran
Hjalmarsson, C#Skane University Hospital	Hjalmarsson, Claes	22	10	Region Halland	Halland	Sweden
Hoffmann, C#Imperial College London	NA	NA	NA	NA	NA	NA
Lin, Q S#NIH National Heart Lung & Blood Institute	Lee-Lin, Shih Queen	23	15	National Human Genome Research Institute (NHGRI)	Bethesda	United States
Jenkins, P#University of Plymouth	Jenkins, Peter Anthony	87	31	Mycobacterium Reference Unit	Cardiff	United Kingdom
Lyhne, M D#Aarhus University	Lyhne, Mads Dam	32	9	Aarhus Universitetshospital	Aarhus	Denmark
Prasad, S#	Prasad, Sidharth Kumar	988	135	Bose Institute	Kolkata	India
Meng, M L#Mayo Clinic	NA	NA	NA	NA	NA	NA
Konduri, G G#Medical College of Wisconsin	Konduri, Girija Ganesh	68	30	Medical College of Wisconsin	Milwaukee	United States
Nandy, S#Mayo Clinic	Nandy, Sneha	2	1	Albert Einstein College of Medicine of Yeshiva University	New York	United States
Ng, Z Y#National University of Singapore	Ng, Zhi Yang	47	12	Massachusetts General Hospital	Boston	United States
Obikane, H#	Obikane, Hiyo	13	5	Tokyo Medical University	Tokyo	Japan
Dutta, P#University of Pittsburgh	Dutta, Partha	53	29	University of Pittsburgh	Pittsburgh	United States
Arreola-Ramírez, J L#Universidad Nacional Autonoma de Mexico	NA	NA	NA	NA	NA	NA
Leary, P J#University of Washington Seattle	Leary, Peter J.	75	17	University of Washington	Seattle	United States
Domínguez, J A P#	Prado-DomÃ­nguez, Antonio Javier	17	4	Universidade da CoruÃ±a	A Coruna	Spain
Naura, A S#Dayanand Medical College & Hospital	NA	NA	NA	NA	NA	NA
Qaseem, A#Northwell Health	NA	NA	NA	NA	NA	NA
Liu, L L#	Liu, Jianhua Liang	1975	105	Late Stage Pharmaceutical Development and	NA	NA
Mancia, G#University of Milano-Bicocca	Mancia, Giuseppe	1913	161	UniversitÃ  degli Studi di Milano-Bicocca	Milan	Italy
Schäfer, M#Virginia Commonwealth University	Schafer, Scott M.	6	6	University of Colorado Boulder	Boulder	United States
Tamura, Y#Hopital Universitaire Bicetre - APHP	NA	NA	NA	NA	NA	NA
Thomas, E H#Singleton Hospital	Thomas, Elin H.	4	1	Morriston Hospital	Swansea	United Kingdom
Vadivelan, S#	Vadivelan, Sankaran	10	8	GVK Biosciences Pvt. Ltd.	Chennai	India
Volpe, N#University of Parma	Volpe, Nicola	66	21	UniversitÃ  di Parma	Parma	Italy
Liu, H F#Wuhan University	Li, Huijun Jun	607	64	University of Wollongong	Wollongong	Australia
Chen, H#Capital Medical University	Chen, Minhu	545	64	Sun Yat-Sen University	Guangzhou	China
Cichocka-Radwan, A#Medical University Lodz	Cichocka-Radwan, Anna	18	11	Instytut Centrum Zdrowia Matki Polki	Lodz	Poland
Umansky, S R#	Umansky, Samuil R.	107	30	DiamiR Biosciences Laboratory	New Haven	United States
Yasukochi, S#	Yasukochi, Satoshi	90	16	Nagano Children's Hospital	Toyoshina	Japan
Rastogi, P#Post Graduate Institute of Medical Education & Research	Rastogi, Pulkit	62	7	Postgraduate Institute of Medical Education & Research, Chandigarh	Chandigarh	India
Alsaied, T#University of Pittsburgh	Alsaied, Tarek	134	20	UPMC Childrenâs Hospital of Pittsburgh	Pittsburgh	United States
Diamond, J A#Northwell Health	Diamond, Joseph A.	58	16	Donald and Barbara Zucker School of Medicine at Hofstra/Northwell	Hempstead	United States
O'Donnell, D E#Hopital Universitaire Tenon - APHP	NA	NA	NA	NA	NA	NA
Ragumani, S#Defence Institute of Physiology & Allied Sciences	Sugadev, Ragumani	25	12	Defence Institute of Physiology and Allied Sciences India	New Delhi	India
Hirschfield, G M#Saint Michaels Hospital Toronto	NA	NA	NA	NA	NA	NA
Gomez-Sanchez, C E#University of Mississippi	GÃ³mez-SÃ¡nchez, Celso Enrique	402	68	University of Mississippi Medical Center	Jackson	United States
Gowdy, K M#Duke University	Gowdy, Kymberly M.	74	20	The Ohio State University Wexner Medical Center	Columbus	United States
Maloberti, A#Ospedale Niguarda Ca' Granda	Maloberti, Alessandro	114	21	UniversitÃ  degli Studi di Milano-Bicocca	Milan	Italy
Baldi, B G#Universidade de Sao Paulo	Baldi, B. G.	101	19	Universidade de SÃ£o Paulo	Sao Paulo	Brazil
Yao, Y X#Zhejiang University	Yao, Xiaoqiang	347	61	Chinese University of Hong Kong	Hong Kong	Hong Kong
Guasti, L#Victor Babes University of Medicine & Pharmacy, Timisoara	NA	NA	NA	NA	NA	NA
Pilette, C#Cliniques Universitaires Saint-Luc	Pilette, Charles	148	39	UniversitÃ© Catholique de Louvain	Louvain-la-Neuve	Belgium
Akhyari, P#Tohoku University	NA	NA	NA	NA	NA	NA
Li, X Y#Duke University	Li, Yingxian	51	21	China Astronaut Research and Training Center	Beijing	China
Ralston, B H#University of Southern California	NA	NA	NA	NA	NA	NA
Risom, E C#University of Copenhagen	Risom, Emilie C.	4	3	Rigshospitalet	Copenhagen	Denmark
Tonelli, A R#Cleveland Clinic Foundation	Tonelli, Adriano R.	157	27	Cleveland Clinic Lerner College of Medicine of Case Western Reserve University	Cleveland	United States
Le Pavec, J#Hopital Universitaire Necker-Enfants Malades - APHP	Le Pavec, JÃ©rÃ´me	114	35	Centre Chirurgical Marie Lannelongue	Le Plessis-Robinson	France
Goda, A#Kyorin University	Goda, Ayumi	83	21	Kyorin University Faculty of Medicine	Mitaka	Japan
Wang, Y#Hubei University of Medicine	Wang, Peng George	2275	109	Icahn School of Medicine at Mount Sinai	New York	United States
Li, G#Central Finland Central Hospital	Li, Xiangguo	56	14	Turun yliopisto	Turku	Finland
Chung, W K#NewYork-Presbyterian Hospital	Chung, Wendy Kay	475	59	Columbia University Irving Medical Center	New York	United States
Huang, W C#National Yang Ming Chiao Tung University	Huang, Wencheng	186	31	Taipei Veterans General Hospital	Taipei	Taiwan
Kadavath, S#Detroit Medical Center	NA	NA	NA	NA	NA	NA
Tanaka, R#Konica Minolta Inc.	Tanaka, Ryuichi	474	54	Niigata University	Niigata	Japan
Yeung, S L A#City University of New York	Au Yeung, Shiu Lun	119	22	The University of Hong Kong Li Ka Shing Faculty of Medicine	Hong Kong	Hong Kong
Gisbert, G L#	NA	NA	NA	NA	NA	NA
Ishikawa, T#Yamaguchi University	Ishikawa, Toshihiro	108	18	Sanyo-Onoda City University	San'yo-Onoda	Japan
LaPlant, Q#Memorial Sloan Kettering Cancer Center	LaPlant, Quincey C.	38	29	Memorial Sloan-Kettering Cancer Center	New York	United States
Surov, A#Otto von Guericke University	Surov, Alexey	337	34	Medizinische FakultÃ¤t und Uniklinikum Magdeburg	Magdeburg	Germany
Yamashita, Y#Hospital del Mar	NA	NA	NA	NA	NA	NA
Iwakura, K#	Iwakura, Katsuomi	187	39	Sakurabashi Watanabe Hospital	Osaka	Japan
Chirinos, J A#University of Pennsylvania	Chirinos, Julio Alonso	285	64	Hospital of the University of Pennsylvania	Philadelphia	United States
Kuppusamy, P#Dartmouth College	Kuppusamy, Periannan	368	69	Geisel School of Medicine at Dartmouth	Hanover	United States
Fuchs, E#Rambam Health Care Campus	Fuchs, Eyal	18	6	Technion - Israel Institute of Technology	Haifa	Israel
Zang, Q S#University of Texas Southwestern Medical Center Dallas	Zang, Qun Sophia	30	21	Loyola University Stritch School of Medicine	Maywood	United States
Takaya, Y#Kobe University	Takaya-Umehara, Yuri	11	1	The University of Tokyo	Tokyo	Japan
Pesce, M#University of Texas Health Science Center Houston	NA	NA	NA	NA	NA	NA
Zampi, J D#University of Michigan	Zampi, Jeffrey D.	71	16	Michigan Medicine	Ann Arbor	United States
Fakhoury, H M A#King Faisal Specialist Hospital & Research Center	NA	NA	NA	NA	NA	NA
Cabanilla, M G#University of New Mexico's Health Sciences Center	NA	NA	NA	NA	NA	NA
Greenwood, J P#University of Glasgow	Greenwood, John Pierre	387	57	Baker Heart and Diabetes Institute	Melbourne	Australia
Premkumar, M#Post Graduate Institute of Medical Education & Research	Premkumar, Madhumita	112	18	Postgraduate Institute of Medical Education & Research, Chandigarh	Chandigarh	India
Asgary, S#Isfahan University Medical Science	Asgary, Sedigheh	188	41	Isfahan Cardiovascular Research Center, Isfahan UMS	Isfahan	Iran
Saugstad, O D#Feinberg School of Medicine	Saugstad, Ola Didrik	636	67	Oslo Universitetssykehus	Oslo	Norway
Thandavarayan, R A#Methodist DeBakey Heart & Vascular Center	Thandavarayan, Rajarajan Amirthalingam	142	38	Houston Methodist	Houston	United States
Funk, L L#University of Tennessee Knoxville	NA	NA	NA	NA	NA	NA
Poschenrieder, F#University of Regensburg	Poschenrieder, Florian	47	16	Donaustauf Hospital	Donaustauf	Germany
Stone, G W#Cardiovascular Research Foundation	Stone, Gregg Whitney	1709	168	Icahn School of Medicine at Mount Sinai	New York	United States
Fortarezza, F#Universita degli Studi di Bari Aldo Moro	Fortarezza, Francesco	58	12	Scuola di Medicina e Chirurgia	Padua	Italy
Ochfeld, E#Feinberg School of Medicine	Ochfeld, Elisa N.	14	6	The Children's Hospital of Philadelphia	Philadelphia	United States
Ye, S D#Fu Wai Hospital - CAMS	Ye, Shaodong	15	5	Fuwai Hospital State Key Laboratory of Cardiovascular Disease	NA	China
Avci, B K#Koc University	NA	NA	NA	NA	NA	NA
Wong, A W#St. Paul's Hospital	Wong, Alyson W.M.	46	15	Centre for Heart Lung Innovation	Vancouver	Canada
Mazeda, C#Universidade Nova de Lisboa	Mazeda, Carolina	16	2	Centro Hospitalar Baixo Vouga	Aveiro	Portugal
Liao, J P#Peking University	Liao, Jiping	33	13	Peking University First Hospital	Beijing	China
Ying, K J#Zhejiang University	Ying, Kejing	133	30	Sir Run Run Shaw Hospital	Hangzhou	China
Caliskan, K#Erasmus MC	Caliskan, Kadir C.	220	35	Erasmus MC	Rotterdam	Netherlands
Yubbu, P#Universiti Putra Malaysia	Yubbu, Putri Bt	21	7	Faculty of Medicine and Health Sciences	Serdang	Malaysia
Hansen, D#University of Parma	NA	NA	NA	NA	NA	NA
Vallabhajosyula, S#Mayo Clinic	Vallabhajosyula, Saraschandra	264	33	Wake Forest University School of Medicine	Winston Salem	United States
Altshuler, E#University of Florida	Altshuler, Ellery	38	3	University of Florida	Gainesville	United States
Bernardi, M H#University of Groningen	NA	NA	NA	NA	NA	NA
Giesinger, R E#University of Toronto	Giesinger, Regan E.	67	15	University of Iowa	Iowa City	United States
Chen-Yoshikawa, T F#Nagoya University	Chen-Yoshikawa, Toyofumi Fengshi	382	36	Nagoya University Graduate School of Medicine	Nagoya	Japan
Chan, S Y#Universite Cote d'Azur	NA	NA	NA	NA	NA	NA
Damar, I H#Duzce University	Damar, Ä°brahim Halil	9	4	DÃ¼zce Ãniversitesi	Duzce	Turkey
Delcroix, M#Kerckhoff Clinic	Delcroix, Marion	124	39	Departement Chronische Ziekten, Metabolisme en Veroudering	Leuven	Belgium
Chai, X P#Central South University	Chai, Xiangping	66	13	Central South University	Changsha	China
Dökümcü, E#	DÃ¶kÃ¼mcÃ¼, Esra	1	1	Edirne Public Health Institution	Edirne	Turkey
Chan, K H#	Chan, Henry Lik Yuen	552	108	Chinese University of Hong Kong	Hong Kong	Hong Kong
Hatabu, H#Harvard Medical School	Hatabu, Hiroto H.	449	73	Harvard Medical School	Boston	United States
Gray, K M#University of Texas Medical Branch Galveston	Gray, Kelsey Margaret	3	1	UT Medical Branch at Galveston	Galveston	United States
Hazekamp, M G#Schleswig Holstein University Hospital	NA	NA	NA	NA	NA	NA
Ooka, S#Saint Marianna University	NA	NA	NA	NA	NA	NA
Ivica, R#University of Ljubljana	NA	NA	NA	NA	NA	NA
Ma, A X#Shandong University	Ma, Aixia	18	9	Qilu Hospital of Shandong University	Jinan	China
Kanne, J P#University of Parma	NA	NA	NA	NA	NA	NA
Kichloo, A#John H Stroger Junior Hospital Cook County	NA	NA	NA	NA	NA	NA
Korkmazer, B#Istanbul University - Cerrahpasa	Korkmazer, B.	35	9	Ä°stanbul University-CerrahpaÅa CerrahpaÅa Faculty of Medicine	Istanbul	Turkey
Lawrie, A#University of Sheffield	Lawrie, Allan	134	44	Imperial College London	London	United Kingdom
Sia, C H#National University of Singapore	Sia, C. H.	222	18	National University of Singapore	Singapore City	Singapore
Jones, R B#University of Cambridge	Jones, David R.B.	513	79	The University of Manchester	Manchester	United Kingdom
Marabotti, C#	Marabotti, Claudio	64	18	Sant'Anna Scuola Universitaria Superiore Pisa	Pisa	Italy
McClure, M E#University of Cambridge	McClure, Mark E.	18	8	Addenbrooke's Hospital	Cambridge	United Kingdom
Rasch, S#German Center for Infection Research	NA	NA	NA	NA	NA	NA
Sainz, I#Virgen del Rocio University Hospital	SÃ¡inz Hidalgo, Ignacio	12	2	Hospital Universitario Virgen del RocÃ­o	Sevilla	Spain
Kitcharoensakkul, M#Washington University	Kitcharoensakkul, Maleewan	48	10	Washington University School of Medicine in St. Louis	St. Louis	United States
Sen, G#University Hospital Southampton NHS Foundation Trust	Sen, Gautam	15	2	King's College London	London	United Kingdom
Minville, V#Universite Toulouse III - Paul Sabatier	Minville, Vincent	238	33	CHU de Toulouse	Toulouse	France
Quick, C M#Texas A&M University College Station	Quick, Christopher M.	64	19	Texas A&M College of Veterinary Medicine & Biomedical Sciences	College Station	United States
Thind, G S#MetroHealth System	NA	NA	NA	NA	NA	NA
Vijayakumar, B#Imperial College London	Vijayakumar, Bavithra	18	11	Chelsea and Westminster Hospital NHS Foundation Trust	London	United Kingdom
Vincent, E C#University of Illinois Urbana-Champaign	Vincent, Emily C.	1	1	University of Illinois Urbana-Champaign	Urbana	United States
Wang, J#NIH Clinical Center	Wang, Jiejin Jie J.	683	119	The University of Sydney	Sydney	Australia
Yang, Y#Zhejiang University	Dong, Zhao Yang	775	93	UNSW Sydney	Sydney	Australia
