Mol ID	Molecule name	Molecule name.link	MW	AlogP	HDon	HAcc	OB (%)	Caco-2	BBB	DL	FASA-	HL
MOL000180	Aractylenolide II	https://tcmsp-e.com/molecule.php?qn=180	232.35	3.10	0	2	46.20	1.25	1.36	0.15	0.31	7.13
MOL000181	atractylenolide III	https://tcmsp-e.com/molecule.php?qn=181	248.35	2.93	1	3	31.15	0.75	0.72	0.17	0.32	8.07
MOL000182	Atractyloyne	https://tcmsp-e.com/molecule.php?qn=182	314.46	3.48	2	3	5.20	0.73	-0.98	0.23	0.34	
MOL000183	Beta- Eudesmol	https://tcmsp-e.com/molecule.php?qn=183	222.41	3.72	1	1	29.97	1.34	1.56	0.10	0.25	
MOL000184	NSC63551	https://tcmsp-e.com/molecule.php?qn=184	412.77	7.56	0	1	39.25	1.42	1.22	0.76	0.22	5.78
MOL000185	Stigmasterol 3-O-beta-D-glucopyranoside	https://tcmsp-e.com/molecule.php?qn=185	574.93	5.89	4	6	21.32	-0.22	-0.93	0.63	0.23	
MOL000186	Stigmasterol 3-O-beta-D-glucopyranoside_qt	https://tcmsp-e.com/molecule.php?qn=186	412.77	7.64	1	1	43.83	1.31	0.90	0.76	0.23	5.14
MOL000187	butenolide B	https://tcmsp-e.com/molecule.php?qn=187	234.32	2.48	1	3	61.00	0.65	0.45	0.15	0.33	6.08
MOL000188	3β-acetoxyatractylone	https://tcmsp-e.com/molecule.php?qn=188	274.39	3.39	0	3	40.57	1.22	1.04	0.22	0.21	-1.93
MOL000189	acetyl atractylodinol	https://tcmsp-e.com/molecule.php?qn=189	240.27	3.12	0	3	25.47	1.42	0.69	0.13	0.30	
MOL000190	3,5-dimethoxy-4-glucosyloxyphenylallylalcohol	https://tcmsp-e.com/molecule.php?qn=190	372.41	-0.33	5	9	29.00	-1.04	-1.59	0.32	0.25	
MOL000191	3,5-dimethoxy-4-glucosyloxyphenylallylalcohol_qt	https://tcmsp-e.com/molecule.php?qn=191	210.25	1.57	2	4	72.16	0.61	0.20	0.06	0.22	5.63
MOL000192	2-(1,4a-dimethyl-2,3-dihydroxydecahydronaphthalen-7-yl)isopropyl glucoside	https://tcmsp-e.com/molecule.php?qn=192	418.59	0.03	6	8	5.96	-1.12	-1.86	0.47	0.22	
MOL000193	(Z)-caryophyllene	https://tcmsp-e.com/molecule.php?qn=193	204.39	4.75	0	0	30.29	1.82	2.15	0.09	0.28	8.00
MOL000194	patchoulene	https://tcmsp-e.com/molecule.php?qn=194	204.39	4.12	0	0	51.71	1.80	2.21	0.11	0.23	12.51
MOL000195	Mangostin	https://tcmsp-e.com/molecule.php?qn=195	410.50	5.86	3	6	24.40	0.85	0.02	0.63	0.24	
MOL000196	L-Bornyl acetate	https://tcmsp-e.com/molecule.php?qn=196	196.32	2.35	0	2	65.52	1.29	1.59	0.08	0.23	6.94
MOL000197	Myrcene	https://tcmsp-e.com/molecule.php?qn=197	136.26	3.69	0	0	24.96	1.84	1.98	0.02	0.37	
MOL000198	(R)-linalool	https://tcmsp-e.com/molecule.php?qn=198	154.28	2.74	1	1	39.80	1.33	1.36	0.02	0.32	6.48
MOL000199	Safrol	https://tcmsp-e.com/molecule.php?qn=199	162.20	2.61	0	2	45.34	1.44	1.29	0.05	0.38	5.00
MOL000200	(S)-(+)-alpha-Phellandrene	https://tcmsp-e.com/molecule.php?qn=200	136.26	3.25	0	0	27.90	1.87	2.20	0.02	0.29	
MOL000201	p-Ocimene	https://tcmsp-e.com/molecule.php?qn=201	136.26	3.63	0	0	15.06	1.85	1.99	0.02	0.39	
MOL000202	Moslene	https://tcmsp-e.com/molecule.php?qn=202	136.26	3.45	0	0	33.02	1.88	2.05	0.02	0.27	11.08
MOL000203	Izosafrol	https://tcmsp-e.com/molecule.php?qn=203	162.20	2.55	0	2	56.92	1.45	1.31	0.05	0.37	5.14
MOL000204	-cis-.beta.-Elemene diastereomer	https://tcmsp-e.com/molecule.php?qn=204	204.39	4.79	0	0	28.62	1.85	2.09	0.06	0.33	
MOL000205	(6R)-6-isopropyl-3-methyl-1-cyclohex-2-enone	https://tcmsp-e.com/molecule.php?qn=205	152.26	2.77	0	1	53.88	1.30	1.55	0.03	0.32	11.29
MOL000206	isoeugenol	https://tcmsp-e.com/molecule.php?qn=206	164.22	2.50	1	2	70.10	1.38	1.28	0.04	0.33	0.65
MOL000207	Methyleugenol	https://tcmsp-e.com/molecule.php?qn=207	178.25	2.81	0	2	73.36	1.47	1.41	0.04	0.27	2.92
MOL000208	()-Aromadendrene	https://tcmsp-e.com/molecule.php?qn=208	204.39	4.22	0	0	55.74	1.81	2.06	0.10	0.26	11.84
MOL000209	(1R,3aR,4R,7R)-7-isopropenyl-1,4-dimethyl-1,2,3,3a,4,5,6,7-octahydroazulene	https://tcmsp-e.com/molecule.php?qn=209	204.39	4.80	0	0	28.59	1.87	2.13	0.07	0.26	
MOL000210	Magnolol	https://tcmsp-e.com/molecule.php?qn=210	266.36	4.83	2	2	69.19	1.38	0.88	0.15	0.39	3.28
MOL000211	Mairin	https://tcmsp-e.com/molecule.php?qn=211	456.78	6.52	2	3	55.38	0.73	0.22	0.78	0.26	8.87
MOL000212	3beta-O-Acetyl-mangiferolic acid	https://tcmsp-e.com/molecule.php?qn=212	510.83	6.99	1	4	37.58	0.72	-0.07	0.76	0.24	8.35
MOL000213	Dirhizomic acid	https://tcmsp-e.com/molecule.php?qn=213	374.42	4.51	2	7	21.80	0.39	-0.14	0.35	0.30	
MOL000214	Mangiferonic acid	https://tcmsp-e.com/molecule.php?qn=214	454.76	6.63	1	3	40.45	0.59	-0.21	0.82	0.30	6.08
MOL000215	(1S,2S,5R,7R)-8-azabicyclo[3.2.1]octane-2,7-diol	https://tcmsp-e.com/molecule.php?qn=215	143.21	-0.84	3	3	67.74	-0.21	-0.38	0.03	0.20	10.79
MOL000216	Scopolin	https://tcmsp-e.com/molecule.php?qn=216	354.34	-0.29	4	9	22.91	-0.93	-1.48	0.39	0.28	
MOL000217	(S)-Scoulerine	https://tcmsp-e.com/molecule.php?qn=217	327.41	3.10	2	5	32.28	0.89	0.34	0.54	0.20	1.69
MOL000218	baogongteng C	https://tcmsp-e.com/molecule.php?qn=218	143.21	-0.84	3	3	66.48	-0.42	-1.73	0.03	0.21	10.77
MOL000219	BOX	https://tcmsp-e.com/molecule.php?qn=219	121.12	0.76	0	2	31.55	0.54	0.84	0.02	0.11	12.07
MOL000220	baogongteng A	https://tcmsp-e.com/molecule.php?qn=220	186.26	-0.25	3	3	0.44	-0.78	-1.46	0.06	0.00	
MOL000222	terephthaldehyde	https://tcmsp-e.com/molecule.php?qn=222	354.34	-0.42	6	9	11.93	-1.35	-2.09	0.33	0.37	
MOL000223	caffeic acid	https://tcmsp-e.com/molecule.php?qn=223	180.17	1.37	3	4	25.76	0.21	-0.26	0.05	0.44	
MOL000224	(4E,6E)-1,7-bis(3,4-dihydroxyphenyl)hepta-4,6-dien-3-one	https://tcmsp-e.com/molecule.php?qn=224	326.37	3.44	4	5	33.06	0.29	-0.74	0.31	0.40	3.61
MOL000225	2,3,7-trihydroxy-5-(3,4-dihydroxy-E-styryl)-6,7,8,9-tetrahydro-5H-benzocycloheptene	https://tcmsp-e.com/molecule.php?qn=225	328.39	3.25	5	5	13.24	0.23	-0.74	0.35	0.36	
MOL000226	1,7-diphenyl-5-hydroxy-4,6-heptadien-3-one	https://tcmsp-e.com/molecule.php?qn=226	278.37	3.95	1	2	11.26	1.41	0.84	0.19	0.39	
MOL000227	Alnusone	https://tcmsp-e.com/molecule.php?qn=227	262.37	4.51	0	1	63.12	1.62	1.09	0.17	0.47	6.01
MOL000228	(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one	https://tcmsp-e.com/molecule.php?qn=228	270.30	2.82	1	4	55.23	0.87	0.26	0.20	0.34	17.02
MOL000229	cardamomin	https://tcmsp-e.com/molecule.php?qn=229	270.30	3.15	2	4	68.96	0.66	0.05	0.16	0.41	17.60
MOL000230	Pinocembrin	https://tcmsp-e.com/molecule.php?qn=230	270.30	2.23	2	4	57.56	0.38	-0.32	0.20	0.36	16.85
MOL000231	trans-1,7-Diphenyl-1hepten-5-ol	https://tcmsp-e.com/molecule.php?qn=231	266.41	4.86	1	1	46.73	1.49	1.01	0.16	0.39	5.46
MOL000232	()-alpha-Terpineol	https://tcmsp-e.com/molecule.php?qn=232	154.28	2.42	1	1	46.30	1.28	1.40	0.03	0.26	10.75
MOL000233	delta-Terpineol	https://tcmsp-e.com/molecule.php?qn=233	154.28	2.47	1	1	55.11	1.28	1.44	0.03	0.28	10.97
MOL000234	L-Limonen	https://tcmsp-e.com/molecule.php?qn=234	136.26	3.50	0	0	38.09	1.83	2.13	0.02	0.29	11.64
MOL000235	1,7-diphenyl-3,5-dihydroxy-1-heptene	https://tcmsp-e.com/molecule.php?qn=235	282.41	3.64	2	2	49.01	0.61	-0.01	0.18	0.35	7.33
MOL000236	1,7-diphenyl-4,6-heptadien-3-one	https://tcmsp-e.com/molecule.php?qn=236	262.37	4.51	0	1	61.40	1.52	1.12	0.17	0.44	6.44
MOL000237	Trans-1,7-diphenyl-1-hepten-5-ol	https://tcmsp-e.com/molecule.php?qn=237	266.41	4.86	1	1	46.73	1.38	0.81	0.16	0.41	5.81
MOL000238	1,7-diphenyl-5-hydroxy-6-hepten-3-one	https://tcmsp-e.com/molecule.php?qn=238	280.39	3.57	1	2	32.65	0.80	0.14	0.18	0.42	4.32
MOL000239	Jaranol	https://tcmsp-e.com/molecule.php?qn=239	314.31	2.09	2	6	50.83	0.61	-0.22	0.29	0.29	15.50
MOL000240	(3R,5S)-1,7-di(phenyl)heptane-3,5-diol	https://tcmsp-e.com/molecule.php?qn=240	284.43	3.94	2	2	48.35	0.74	-0.12	0.18	0.38	4.68
MOL000241	2',4'-dihydroxy-6'-methhoxychalcone	https://tcmsp-e.com/molecule.php?qn=241	270.30	3.15	2	4	65.53	0.56	0.14	0.16	0.35	20.32
MOL000242	7-O-Methyleriodictyol	https://tcmsp-e.com/molecule.php?qn=242	302.30	2.28	3	6	56.56	0.46	-0.21	0.27	0.34	14.99
MOL000243	alpinolide peroxide	https://tcmsp-e.com/molecule.php?qn=243	282.37	3.35	1	5	87.67	0.51	0.38	0.19	0.30	3.11
MOL000244	()-Borneol	https://tcmsp-e.com/molecule.php?qn=244	154.28	1.98	1	1	81.80	1.22	1.47	0.05	0.24	11.36
MOL000245	Demethoxyyangonin	https://tcmsp-e.com/molecule.php?qn=245	228.26	2.04	0	3	22.49	1.12	0.70	0.11	0.39	
MOL000246	(2R)-5,7-dihydroxy-2-phenylchroman-4-one	https://tcmsp-e.com/molecule.php?qn=246	256.27	2.57	2	4	46.08	0.73	0.20	0.18	0.41	17.62
MOL000247	(Z,Z)-farnesol	https://tcmsp-e.com/molecule.php?qn=247	222.41	4.76	1	1	41.14	1.25	1.15	0.06	0.28	6.29
MOL000248	(5S)-5-isopropyl-2-methyl-1-cyclohex-2-enone	https://tcmsp-e.com/molecule.php?qn=248	152.26	2.56	0	1	52.90	1.36	1.69	0.03	0.29	11.53
MOL000249	Methylcinnamate	https://tcmsp-e.com/molecule.php?qn=249	162.20	2.15	0	2	18.42	1.30	1.30	0.04	0.37	
MOL000250	cis-Cinnamaldehyde	https://tcmsp-e.com/molecule.php?qn=250	132.17	1.95	0	1	27.21	1.33	1.45	0.02	0.47	
MOL000251	Rhamnocitrin	https://tcmsp-e.com/molecule.php?qn=251	300.28	2.02	3	6	12.90	0.48	-0.38	0.27	0.32	
MOL000252	farnesol	https://tcmsp-e.com/molecule.php?qn=252	222.41	4.76	1	1	28.44	1.32	1.07	0.06	0.28	
MOL000253	Styrene, 3,4-dimethyl-	https://tcmsp-e.com/molecule.php?qn=253	132.22	3.35	0	0	32.41	1.90	2.03	0.02	0.44	11.48
MOL000254	eugenol	https://tcmsp-e.com/molecule.php?qn=254	164.22	2.55	1	2	56.24	1.35	1.32	0.04	0.32	0.92
MOL000255	Myristin	https://tcmsp-e.com/molecule.php?qn=255	723.31	16.79	0	6	17.76	0.65	-0.87	0.29	0.17	
MOL000256	Olein	https://tcmsp-e.com/molecule.php?qn=256	885.61	20.93	0	6	27.27	0.97	-0.80	0.13	0.18	
MOL000257	(-)-beta-Phellandrene	https://tcmsp-e.com/molecule.php?qn=257	136.26	3.31	0	0	40.44	1.83	2.10	0.02	0.31	10.91
MOL000258	dehydrodiisoeugenol	https://tcmsp-e.com/molecule.php?qn=258	312.39	4.15	1	4	56.84	1.19	0.52	0.29	0.29	8.36
MOL000259	o-Thymol	https://tcmsp-e.com/molecule.php?qn=259	150.24	3.24	1	1	43.28	1.58	1.71	0.03	0.33	11.29
MOL000260	5-[(2R,3R)-7-methoxy-3-methyl-5-[(E)-prop-1-enyl]-2,3-dihydrobenzofuran-2-yl]-1,3-benzodioxole	https://tcmsp-e.com/molecule.php?qn=260	324.40	4.53	0	4	65.55	1.27	0.70	0.40	0.33	11.93
MOL000261	Myristicin	https://tcmsp-e.com/molecule.php?qn=261	192.23	2.59	0	3	17.99	1.35	1.14	0.07	0.30	
MOL000262	(1R,4S)-1,7,7-trimethylbicyclo[2.2.1]hept-2-ene	https://tcmsp-e.com/molecule.php?qn=262	136.26	2.63	0	0	39.62	1.79	2.14	0.04	0.25	11.28
MOL000263	oleanolic acid	https://tcmsp-e.com/molecule.php?qn=263	456.78	6.42	2	3	29.02	0.59	0.07	0.76	0.25	
MOL000264	Tereben	https://tcmsp-e.com/molecule.php?qn=264	136.26	3.64	0	0	29.62	1.86	2.11	0.02	0.28	
MOL000265	ISOELEMICIN	https://tcmsp-e.com/molecule.php?qn=265	208.28	2.74	0	3	46.72	1.43	1.26	0.06	0.21	3.46
MOL000266	beta-Cubebene	https://tcmsp-e.com/molecule.php?qn=266	204.39	4.22	0	0	32.81	1.83	2.02	0.11	0.25	6.59
MOL000267	beta-Citronellol	https://tcmsp-e.com/molecule.php?qn=267	156.30	3.05	1	1	38.89	1.20	1.14	0.02	0.24	5.21
MOL000268	(1S,5S)-1-isopropyl-4-methylenebicyclo[3.1.0]hexane	https://tcmsp-e.com/molecule.php?qn=268	136.26	2.93	0	0	46.21	1.83	2.18	0.04	0.31	11.47
MOL000269	Elemicin	https://tcmsp-e.com/molecule.php?qn=269	208.28	2.79	0	3	21.94	1.41	1.28	0.06	0.20	
MOL000270	CHEBI:7	https://tcmsp-e.com/molecule.php?qn=270	136.26	2.87	0	0	45.20	1.84	2.15	0.04	0.27	11.44
MOL000271	l-carvone	https://tcmsp-e.com/molecule.php?qn=271	150.24	2.36	0	1	49.47	1.35	1.65	0.03	0.33	11.75
MOL000273	(2R)-2-[(3S,5R,10S,13R,14R,16R,17R)-3,16-dihydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-methylhept-5-enoic acid	https://tcmsp-e.com/molecule.php?qn=273	470.76	5.41	3	4	30.93	0.01	-0.76	0.81	0.00	6.81
MOL000274	3β-hydroxylanosta-7,9(11),24-trien-21-oic acid	https://tcmsp-e.com/molecule.php?qn=274	454.76	6.58	2	3	24.92	0.53	-0.24	0.80	0.00	
MOL000275	trametenolic acid	https://tcmsp-e.com/molecule.php?qn=275	456.78	7.03	2	3	38.71	0.52	-0.14	0.80	0.00	7.78
MOL000276	7,9(11)-dehydropachymic acid	https://tcmsp-e.com/molecule.php?qn=276	526.83	6.10	2	5	35.11	0.03	-0.87	0.81	0.00	7.34
MOL000277	tumulosic acid	https://tcmsp-e.com/molecule.php?qn=277	486.81	6.16	3	4	15.95	0.02	-0.51	0.81	0.00	
MOL000278	Beta-Glucan	https://tcmsp-e.com/molecule.php?qn=278	516.56	-4.88	9	15	0.73	-3.13	-7.78	0.70	0.00	
MOL000279	Cerevisterol	https://tcmsp-e.com/molecule.php?qn=279	430.74	5.15	3	3	37.96	0.28	-0.39	0.77	0.00	5.31
MOL000280	(2R)-2-[(3S,5R,10S,13R,14R,16R,17R)-3,16-dihydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-5-isopropyl-hex-5-enoic acid	https://tcmsp-e.com/molecule.php?qn=280	484.79	5.72	3	4	31.07	0.05	-0.70	0.82	0.00	7.42
MOL000281	Dimethyl L-malate	https://tcmsp-e.com/molecule.php?qn=281	162.16	-0.45	1	5	8.59	-0.05	-0.61	0.03	0.00	
MOL000282	ergosta-7,22E-dien-3beta-ol	https://tcmsp-e.com/molecule.php?qn=282	398.74	7.18	1	1	43.51	1.32	0.91	0.72	0.00	5.11
MOL000283	Ergosterol peroxide	https://tcmsp-e.com/molecule.php?qn=283	430.74	7.17	1	3	40.36	0.84	0.34	0.81	0.00	3.43
MOL000284	L-uridine	https://tcmsp-e.com/molecule.php?qn=284	244.23	-2.45	4	8	23.40	-1.07	-1.42	0.11	0.00	
MOL000285	(2R)-2-[(5R,10S,13R,14R,16R,17R)-16-hydroxy-3-keto-4,4,10,13,14-pentamethyl-1,2,5,6,12,15,16,17-octahydrocyclopenta[a]phenanthren-17-yl]-5-isopropyl-hex-5-enoic acid	https://tcmsp-e.com/molecule.php?qn=285	482.77	5.68	2	4	38.26	0.12	-0.57	0.82	0.00	6.77
MOL000286	β-amyrin acetate	https://tcmsp-e.com/molecule.php?qn=286	468.84	7.68	0	2	9.11	1.42	1.21	0.74	0.00	
MOL000287	3beta-Hydroxy-24-methylene-8-lanostene-21-oic acid	https://tcmsp-e.com/molecule.php?qn=287	470.81	7.33	2	3	38.70	0.61	-0.04	0.81	0.00	6.59
MOL000288	pachyman	https://tcmsp-e.com/molecule.php?qn=288	500.56	-4.27	9	14	0.45	-2.36	-3.58	0.68	0.00	
MOL000289	pachymic acid	https://tcmsp-e.com/molecule.php?qn=289	528.85	6.54	2	5	33.63	0.10	-0.57	0.81	0.00	9.27
MOL000290	Poricoic acid A	https://tcmsp-e.com/molecule.php?qn=290	498.77	5.94	3	5	30.61	-0.14	-0.93	0.76	0.00	8.26
MOL000291	Poricoic acid B	https://tcmsp-e.com/molecule.php?qn=291	484.74	5.64	3	5	30.52	-0.08	-0.87	0.75	0.00	8.67
MOL000292	poricoic acid C	https://tcmsp-e.com/molecule.php?qn=292	482.77	7.11	2	4	38.15	0.32	-0.41	0.75	0.00	7.73
MOL000293	poricoic acid D	https://tcmsp-e.com/molecule.php?qn=293	514.77	4.73	4	6	22.38	-0.62	-1.29	0.78	0.00	
MOL000294	poricoic acid DM	https://tcmsp-e.com/molecule.php?qn=294	528.80	4.98	3	6	29.32	-0.34	-0.94	0.78	0.00	
MOL000295	alexandrin	https://tcmsp-e.com/molecule.php?qn=295	576.95	6.34	4	6	20.63	-0.20	-0.81	0.63	0.00	
MOL000296	hederagenin	https://tcmsp-e.com/molecule.php?qn=296	414.79	8.08	1	1	36.91	1.32	0.96	0.75	0.00	5.35
MOL000297	Tumulosic acid	https://tcmsp-e.com/molecule.php?qn=297	486.81	6.16	3	4	29.88	0.13	-0.47	0.81	0.00	
MOL000298	ergosterol	https://tcmsp-e.com/molecule.php?qn=298	396.72	6.93	1	1	14.29	1.47	1.04	0.72	0.00	
MOL000299	Trimethyl citrate	https://tcmsp-e.com/molecule.php?qn=299	234.23	-0.64	1	7	67.61	-0.06	-0.33	0.07	0.00	6.28
MOL000300	dehydroeburicoic acid	https://tcmsp-e.com/molecule.php?qn=300	453.75	6.35	1	3	44.17	0.38	-0.16	0.83	0.04	7.04
MOL000301	2-lauroleic acid	https://tcmsp-e.com/molecule.php?qn=301	198.34	4.52	1	2	31.42	1.03	1.08	0.04	0.00	5.69
MOL000302	Undekansaeure	https://tcmsp-e.com/molecule.php?qn=302	186.33	4.09	1	2	30.14	0.98	0.94	0.03	0.00	4.93
MOL000303	caprylic acid	https://tcmsp-e.com/molecule.php?qn=303	144.24	2.72	1	2	16.40	0.90	1.02	0.02	0.00	
MOL000304	Ethyl glucoside	https://tcmsp-e.com/molecule.php?qn=304	208.24	-1.76	4	6	15.21	-1.03	-3.15	0.06	0.00	
MOL000305	lauric acid	https://tcmsp-e.com/molecule.php?qn=305	200.36	4.54	1	2	23.59	1.02	1.10	0.04	0.00	
MOL000306	(+)-Crotepoxide	https://tcmsp-e.com/molecule.php?qn=306	404.45	1.20	0	8	16.66	0.06	-0.20	0.49	0.39	
MOL000307	aristololactam A IIIa	https://tcmsp-e.com/molecule.php?qn=307	281.28	2.05	3	5	24.57	0.43	-0.37	0.36	0.33	
MOL000308	(2R,3R,3aS)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one	https://tcmsp-e.com/molecule.php?qn=308	340.40	2.40	0	5	59.99	0.78	0.33	0.43	0.29	13.60
MOL000309	denudatin,a	https://tcmsp-e.com/molecule.php?qn=309	340.40	2.61	0	5	6.93	0.71	0.21	0.44	0.31	
MOL000310	Denudatin B	https://tcmsp-e.com/molecule.php?qn=310	356.45	2.80	0	5	61.47	0.90	0.35	0.38	0.24	7.71
MOL000311	futoenone	https://tcmsp-e.com/molecule.php?qn=311	340.40	2.01	0	5	29.53	0.79	0.27	0.59	0.23	
MOL000312	futokadsurin C	https://tcmsp-e.com/molecule.php?qn=312	356.45	4.11	0	5	61.09	1.19	0.78	0.45	0.27	7.99
MOL000313	Galgravin	https://tcmsp-e.com/molecule.php?qn=313	372.50	4.31	0	5	57.12	1.13	0.48	0.39	0.19	1.45
MOL000314	(2S,3S,4S,5S)-2,5-bis(3,4-dimethoxyphenyl)-3,4-dimethyltetrahydrofuran	https://tcmsp-e.com/molecule.php?qn=314	372.50	4.31	0	5	57.12	1.11	0.55	0.39	0.20	1.47
MOL000315	hancinone	https://tcmsp-e.com/molecule.php?qn=315	340.40	2.61	0	5	39.31	0.74	0.46	0.44	0.31	14.61
MOL000316	isofutoquinol A	https://tcmsp-e.com/molecule.php?qn=316	354.43	1.94	0	5	59.20	0.65	0.31	0.48	0.29	8.44
MOL000317	Kadsurenin B	https://tcmsp-e.com/molecule.php?qn=317	342.42	2.33	1	5	27.09	0.39	-0.13	0.41	0.32	
MOL000318	(1R,5S,6R,7R,8R)-3-allyl-6-(3,4-dimethoxyphenyl)-8-hydroxy-1-methoxy-7-methyl-4-bicyclo[3.2.1]oct-2-enone	https://tcmsp-e.com/molecule.php?qn=318	358.47	2.53	1	5	64.65	0.44	-0.12	0.35	0.25	2.81
MOL000319	Bicyclo(3.2.1)oct-3-ene-2,8-dione, 7-(4-hydroxy-3-methoxyphenyl)-5-methoxy-6-methyl-3-(2-propenyl)-, (1R-(6-endo,7-exo))-	https://tcmsp-e.com/molecule.php?qn=319	342.42	2.52	1	5	94.67	0.28	-0.28	0.32	0.32	3.07
MOL000320	acetic acid [(1R,5S,6R,7R,8R)-3-allyl-6-(3,4-dimethoxyphenyl)-1-methoxy-7-methyl-4-oxo-8-bicyclo[3.2.1]oct-2-enyl] ester	https://tcmsp-e.com/molecule.php?qn=320	400.51	2.91	0	6	59.93	0.60	0.11	0.46	0.23	4.00
MOL000321	(2S,3S)-2-(3,4-dimethoxyphenyl)-7-methoxy-3-methyl-2,3-dihydrobenzofuran-5-carbaldehyde	https://tcmsp-e.com/molecule.php?qn=321	328.39	3.53	0	5	42.15	1.02	0.63	0.32	0.23	8.32
MOL000322	Kadsurenone	https://tcmsp-e.com/molecule.php?qn=322	356.45	2.80	0	5	54.72	0.82	0.52	0.38	0.24	9.16
MOL000323	Kadsurin A	https://tcmsp-e.com/molecule.php?qn=323	372.45	2.59	0	6	56.83	0.57	0.17	0.50	0.29	15.28
MOL000324	kadsurin B	https://tcmsp-e.com/molecule.php?qn=324	358.47	3.34	0	5	30.55	1.03	0.80	0.46	0.25	15.85
MOL000325	(2R,3R)-2-(3,4-dimethoxyphenyl)-7-methoxy-3-methyl-5-[(E)-prop-1-enyl]-2,3-dihydrobenzofuran	https://tcmsp-e.com/molecule.php?qn=325	340.45	4.72	0	4	24.19	1.48	0.93	0.35	0.24	
MOL000326	liliflone	https://tcmsp-e.com/molecule.php?qn=326	376.49	2.44	1	6	10.76	0.63	0.46	0.40	0.24	
MOL000327	(4R)-2-allyl-4-[(E)-2-(4-hydroxy-3-methoxyphenyl)-1-methylvinyl]-4,5-dimethoxy-1-cyclohexa-2,5-dienone	https://tcmsp-e.com/molecule.php?qn=327	356.45	3.11	1	5	55.14	0.77	0.22	0.30	0.25	4.95
MOL000328	piperkadsin B	https://tcmsp-e.com/molecule.php?qn=328	430.54	2.62	0	7	55.44	0.59	0.21	0.41	0.19	5.30
MOL000329	piperkadsin C	https://tcmsp-e.com/molecule.php?qn=329	340.40	2.01	1	5	7.60	0.31	-0.08	0.41	0.30	
MOL000330	piperlactam S	https://tcmsp-e.com/molecule.php?qn=330	295.31	2.37	1	5	40.44	0.80	0.12	0.40	0.30	7.55
MOL000332	n-coumaroyltyramine	https://tcmsp-e.com/molecule.php?qn=332	283.35	2.88	3	4	85.63	0.69	-0.28	0.20	0.39	4.82
MOL000333	Veraguensin	https://tcmsp-e.com/molecule.php?qn=333	372.50	4.31	0	5	25.53	1.15	0.72	0.39	0.19	
MOL000334	wallichinine	https://tcmsp-e.com/molecule.php?qn=334	370.48	3.36	0	5	61.64	0.90	0.30	0.33	0.21	4.75
MOL000335	futoamide	https://tcmsp-e.com/molecule.php?qn=335	301.42	3.85	1	4	28.75	0.97	0.50	0.25	0.34	
MOL000336	futoquinol	https://tcmsp-e.com/molecule.php?qn=336	354.43	3.16	0	5	59.83	0.83	0.32	0.36	0.30	12.24
MOL000337	3'-Methyl eriodictyol-7-O-beta-D-glucoside	https://tcmsp-e.com/molecule.php?qn=337	464.46	0.38	6	11	7.69	-1.30	-2.25	0.82	0.30	
MOL000338	3'-methyleriodictyol	https://tcmsp-e.com/molecule.php?qn=338	302.30	2.28	3	6	51.61	0.47	-0.37	0.27	0.34	16.05
MOL000339	Isoscopoletin	https://tcmsp-e.com/molecule.php?qn=339	192.18	1.62	1	4	23.46	0.71	0.28	0.08	0.29	
MOL000340	HCI	https://tcmsp-e.com/molecule.php?qn=340	150.19	1.93	1	2	35.83	0.92	0.99	0.03	0.42	5.68
MOL000341	Viscumneoside III+B11772	https://tcmsp-e.com/molecule.php?qn=341	596.59	-1.03	8	15	10.88	-2.20	-2.98	0.73	0.29	
MOL000342	Viscumneoside IV	https://tcmsp-e.com/molecule.php?qn=342	636.61	-0.19	7	16	13.47	-1.65	-2.58	0.62	0.30	
MOL000343	Viscumneoside V	https://tcmsp-e.com/molecule.php?qn=343	728.72	-2.44	10	19	5.50	-2.92	-4.06	0.34	0.30	
MOL000344	Viscumneoside VI	https://tcmsp-e.com/molecule.php?qn=344	506.50	0.76	5	12	18.12	-1.21	-1.96	0.86	0.28	
MOL000345	Vismione D	https://tcmsp-e.com/molecule.php?qn=345	410.55	5.10	3	5	4.78	0.65	-0.22	0.68	0.31	
MOL000346	succinic acid	https://tcmsp-e.com/molecule.php?qn=346	118.10	-0.41	2	4	29.62	-0.44	-0.71	0.01	0.42	
MOL000347	Syrigin	https://tcmsp-e.com/molecule.php?qn=347	372.41	-0.51	5	9	14.64	-1.01	-1.81	0.32	0.23	
MOL000348	4-[(Z)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenol	https://tcmsp-e.com/molecule.php?qn=348	210.25	1.39	2	4	49.15	0.56	0.03	0.06	0.20	3.88
MOL000349	(2S)-5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychroman-4-one	https://tcmsp-e.com/molecule.php?qn=349	464.46	0.38	6	11	7.69	-1.13	-1.98	0.82	0.31	
